id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,default_product,variant
TR904_893,"MIMI","Material: Carey 
 
Marco: Completo 
 
Forma: Agatada 
 
  
   

  

 
  
   
    
 Ancho: 137.00 mm 
 
 Luna: 52.00 mm 
 
  
   

  

 
  
   
    
 Largo: 145.00 mm 
 
 Alto: 43.00 mm 
 
  
   

  

 
  
   
    
 Puente: 17.00 mm",https://opticasoliva.pe/wp-content/uploads/2020/08/TR909.jpg,https://opticasoliva.pe/product/mimi-3/,"Mujer, Oftalmicos","Ópticas Oliva",119PEN,in stock,TR904_893,https://opticasoliva.pe/cart/?add-to-cart=893,"https://opticasoliva.pe/wp-content/uploads/2020/08/TR909-1.jpg,https://opticasoliva.pe/wp-content/uploads/2020/08/TR909-2.jpg,https://opticasoliva.pe/wp-content/uploads/2020/08/TR909-3.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,119PEN,new,published,,
TR905_892,"MIA CLASIC","Material: Carey 
 
Marco: Completo 
 
Forma: Cuadrada 
 
  
   

  

 
  
   
    
 Ancho: 137.00 mm 
 
 Luna: 49.00 mm 
 
  
   

  

 
  
   
    
 Largo: 145.00 mm 
 
 Alto: 48.00 mm 
 
  
   

  

 
  
   
    
 Puente: 19.00 mm",https://opticasoliva.pe/wp-content/uploads/2020/08/TR904.jpg,https://opticasoliva.pe/product/mia-clasic-3/,"Mujer, Oftalmicos","Ópticas Oliva",119PEN,in stock,TR905_892,https://opticasoliva.pe/cart/?add-to-cart=892,"https://opticasoliva.pe/wp-content/uploads/2020/08/TR904-2.jpg,https://opticasoliva.pe/wp-content/uploads/2020/08/TR904-3.jpg,https://opticasoliva.pe/wp-content/uploads/2020/08/TR904-4.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,119PEN,new,published,,
TR906_891,"MIMI","Material: Carey 
 
Marco: Completo 
 
Forma: Agatada 
 
  
   

  

 
  
   
    
 Ancho: 137.00 mm 
 
 Luna: 52.00 mm 
 
  
   

  

 
  
   
    
 Largo: 145.00 mm 
 
 Alto: 43.00 mm 
 
  
   

  

 
  
   
    
 Puente: 17.00 mm",https://opticasoliva.pe/wp-content/uploads/2020/08/TR906.jpg,https://opticasoliva.pe/product/mimi-2/,"Mujer, Oftalmicos","Ópticas Oliva",119PEN,in stock,TR906_891,https://opticasoliva.pe/cart/?add-to-cart=891,"https://opticasoliva.pe/wp-content/uploads/2020/08/TR906-2.jpg,https://opticasoliva.pe/wp-content/uploads/2020/08/TR906-3.jpg,https://opticasoliva.pe/wp-content/uploads/2020/08/TR906-4.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,119PEN,new,published,,
TR907_890,"MIMI","Material: Carey 
 
Marco: Completo 
 
Forma: Agatada 
 
  
   

  

 
  
   
    
 Ancho: 137.00 mm 
 
 Luna: 52.00 mm 
 
  
   

  

 
  
   
    
 Largo: 145.00 mm 
 
 Alto: 43.00 mm 
 
  
   

  

 
  
   
    
 Puente: 17.00 mm",https://opticasoliva.pe/wp-content/uploads/2020/08/TR905.jpg,https://opticasoliva.pe/product/mimi/,"Mujer, Oftalmicos","Ópticas Oliva",119PEN,in stock,TR907_890,https://opticasoliva.pe/cart/?add-to-cart=890,"https://opticasoliva.pe/wp-content/uploads/2020/08/TR905-3.jpg,https://opticasoliva.pe/wp-content/uploads/2020/08/TR905-4.jpg,https://opticasoliva.pe/wp-content/uploads/2020/08/TR905-2.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,119PEN,new,published,,
TR908_886,"AGATA","Material: Carey 
 
Marco: Completo 
 
Forma: Agatada 
 
  
   

  

 
  
   
    
 Ancho: 144.00 mm 
 
 Luna: 53.00 mm 
 
  
   

  

 
  
   
    
 Largo: 145.00 mm 
 
 Alto: 49.00 mm 
 
  
   

  

 
  
   
    
 Puente: 20.00 mm",https://opticasoliva.pe/wp-content/uploads/2020/08/TR903-3.jpg,https://opticasoliva.pe/product/agata/,"Mujer, Oftalmicos","Ópticas Oliva",99PEN,in stock,TR908_886,https://opticasoliva.pe/cart/?add-to-cart=886,"https://opticasoliva.pe/wp-content/uploads/2020/08/TR903.jpg,https://opticasoliva.pe/wp-content/uploads/2020/08/TR903-2.jpg,https://opticasoliva.pe/wp-content/uploads/2020/08/TR903-4.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,99PEN,new,published,,
TR901-1_885,"MIMI","Material: Carey 
 
Marco: Completo 
 
Forma: Agatada 
 
  
   

  

 
  
   
    
 Ancho: 137.00 mm 
 
 Luna: 52.00 mm 
 
  
   

  

 
  
   
    
 Largo: 145.00 mm 
 
 Alto: 43.00 mm 
 
  
   

  

 
  
   
    
 Puente: 17.00 mm",https://opticasoliva.pe/wp-content/uploads/2020/08/TR902.jpg,https://opticasoliva.pe/product/mia-clasic-2/,"Mujer, Oftalmicos","Ópticas Oliva",119PEN,in stock,TR901-1_885,https://opticasoliva.pe/cart/?add-to-cart=885,"https://opticasoliva.pe/wp-content/uploads/2020/08/TR902-2.jpg,https://opticasoliva.pe/wp-content/uploads/2020/08/TR902-3.jpg,https://opticasoliva.pe/wp-content/uploads/2020/08/TR902-4.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,119PEN,new,published,,
TR901_840,"MIA CLASIC","Material: Carey 
 
Marco: Completo 
 
Forma: Cuadrada 
 
  
   

  

 
  
   
    
 Ancho: 137.00 mm 
 
 Luna: 49.00 mm 
 
  
   

  

 
  
   
    
 Largo: 145.00 mm 
 
 Alto: 48.00 mm 
 
  
   

  

 
  
   
    
 Puente: 19.00 mm",https://opticasoliva.pe/wp-content/uploads/2020/08/TR901.jpg,https://opticasoliva.pe/product/mia-clasic/,"Mujer, Oftalmicos","Ópticas Oliva",119PEN,in stock,TR901_840,https://opticasoliva.pe/cart/?add-to-cart=840,"https://opticasoliva.pe/wp-content/uploads/2020/08/TR901-2.jpg,https://opticasoliva.pe/wp-content/uploads/2020/08/TR901-3.jpg,https://opticasoliva.pe/wp-content/uploads/2020/08/TR901-4.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,119PEN,new,published,,
MIA062C6_835,"MICHEL","Material: Acetato 
 
Marco: Completo 
 
Forma: Redonda 
 
  
   

  

 
  
   
    
 Ancho: 132.00 mm 
 
 Luna: 51.00 mm 
 
  
   

  

 
  
   
    
 Largo: 145.00 mm 
 
 Alto: 46.00 mm 
 
  
   

  

 
  
   
    
 Puente: 21.00 mm",https://opticasoliva.pe/wp-content/uploads/2020/08/MIA062C6.jpg,https://opticasoliva.pe/product/michel-3/,"Mujer, Oftalmicos","Ópticas Oliva",119PEN,in stock,MIA062C6_835,https://opticasoliva.pe/cart/?add-to-cart=835,"https://opticasoliva.pe/wp-content/uploads/2020/08/MIA062C6-2.jpg,https://opticasoliva.pe/wp-content/uploads/2020/08/MIA062C6-3.jpg,https://opticasoliva.pe/wp-content/uploads/2020/08/MIA062C6-4.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,119PEN,new,published,,
TRA171109C1_830,"TRIBBU","Material: Acetato 
 
Marco: Completo 
 
Forma: Redondo 
 
  
   

  

 
  
   
    
 Ancho: 140.00 mm 
 
 Luna: 51.00 mm 
 
  
   

  

 
  
   
    
 Largo: 145.00 mm 
 
 Alto: 45.00 mm 
 
  
   

  

 
  
   
    
 Puente: 21.00 mm",https://opticasoliva.pe/wp-content/uploads/2020/08/TRA171109C1.jpg,https://opticasoliva.pe/product/tribbu-3/,"Hombre, Mujer, Oftalmicos","Ópticas Oliva",119PEN,in stock,TRA171109C1_830,https://opticasoliva.pe/cart/?add-to-cart=830,"https://opticasoliva.pe/wp-content/uploads/2020/08/TRA171109C1-2.jpg,https://opticasoliva.pe/wp-content/uploads/2020/08/TRA171109C1-3.jpg,https://opticasoliva.pe/wp-content/uploads/2020/08/TRA171109C1-4.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,119PEN,new,published,,
CWP100C1_825,"AGATA CW","Material: Carey 
 
Marco: Completo 
 
Forma: Agatada 
 
  
   

  

 
  
   
    
 Ancho: 138.00 mm 
 
 Luna: 50.00 mm 
 
  
   

  

 
  
   
    
 Largo: 145.00 mm 
 
 Alto: 47.00 mm 
 
  
   

  

 
  
   
    
 Puente: 19.00 mm",https://opticasoliva.pe/wp-content/uploads/2020/08/CWP100C1.jpg,https://opticasoliva.pe/product/agata-cw-copia/,"Mujer, Oftalmicos","Ópticas Oliva",89PEN,in stock,CWP100C1_825,https://opticasoliva.pe/cart/?add-to-cart=825,"https://opticasoliva.pe/wp-content/uploads/2020/08/CWP100C1-2.jpg,https://opticasoliva.pe/wp-content/uploads/2020/08/CWP100C1-3.jpg,https://opticasoliva.pe/wp-content/uploads/2020/08/CWP100C1-4.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,89PEN,new,published,,
CWP094C5_820,"LENTES COLORS","Material: Carey 
 
Marco: Completo 
 
Forma: Cuadrado 
 
  
   

  

 
  
   
    
 Ancho: 136.00 mm 
 
 Luna: 50.00 mm 
 
  
   

  

 
  
   
    
 Largo: 145.00 mm 
 
 Alto: 3800 mm 
 
  
   

  

 
  
   
    
 Puente: 15.00 mm",https://opticasoliva.pe/wp-content/uploads/2020/08/CWP094.jpg,https://opticasoliva.pe/product/lentes-colors-6/,"Mujer, Oftalmicos","Ópticas Oliva",69PEN,in stock,CWP094C5_820,https://opticasoliva.pe/cart/?add-to-cart=820,"https://opticasoliva.pe/wp-content/uploads/2020/08/CWP094-2.jpg,https://opticasoliva.pe/wp-content/uploads/2020/08/CWP094-3.jpg,https://opticasoliva.pe/wp-content/uploads/2020/08/CWP094-4.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,69PEN,new,published,,
MIA076C6_815,"MICHEL","Material: Acetato 
 
Marco: Completo 
 
Forma: Agatada 
 
  
   

  

 
  
   
    
 Ancho: 134.00 mm 
 
 Luna: 53.00 mm 
 
  
   

  

 
  
   
    
 Largo: 145.00 mm 
 
 Alto: 44.00 mm 
 
  
   

  

 
  
   
    
 Puente: 17.00 mm",https://opticasoliva.pe/wp-content/uploads/2020/08/MIA076C6.jpg,https://opticasoliva.pe/product/michel-2/,"Mujer, Oftalmicos","Ópticas Oliva",119PEN,in stock,MIA076C6_815,https://opticasoliva.pe/cart/?add-to-cart=815,"https://opticasoliva.pe/wp-content/uploads/2020/08/MIA076C6-2.jpg,https://opticasoliva.pe/wp-content/uploads/2020/08/MIA076C6-23.jpg,https://opticasoliva.pe/wp-content/uploads/2020/08/MIA076C6-4.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,119PEN,new,published,,
CW962C1_809,"LENTES COLORS","Material: Carey 
 
Marco: Completo 
 
Forma: Redonda 
 
  
   

  

 
  
   
    
 Ancho: 136.00 mm 
 
 Luna: 52.00 mm 
 
  
   

  

 
  
   
    
 Largo: 145.00 mm 
 
 Alto: 46.00 mm 
 
  
   

  

 
  
   
    
 Puente: 19.00 mm",https://opticasoliva.pe/wp-content/uploads/2020/08/CW962C1.jpg,https://opticasoliva.pe/product/lentes-colors-5/,"Mujer, Oftalmicos","Ópticas Oliva",99PEN,in stock,CW962C1_809,https://opticasoliva.pe/cart/?add-to-cart=809,"https://opticasoliva.pe/wp-content/uploads/2020/08/CW962C1-3.jpg,https://opticasoliva.pe/wp-content/uploads/2020/08/CW962C1-2.jpg,https://opticasoliva.pe/wp-content/uploads/2020/08/CW962C1-1.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,99PEN,new,published,,
BOR088C2_806,"RAIDER","Material: Metal 
 
Marco: Completo 
 
Forma: Redondo Aviador 
 
  
   

  

 
  
   
    
 Ancho: 150.00 mm 
 
 Luna: 59.00 mm 
 
  
   

  

 
  
   
    
 Largo: 145.00 mm 
 
 Alto: 50.00 mm 
 
  
   

  

 
  
   
    
 Puente: 15.00 mm",https://opticasoliva.pe/wp-content/uploads/2020/08/BOR088C2-1.jpg,https://opticasoliva.pe/product/raider-3/,"Hombre, Mujer, Oftalmicos","Ópticas Oliva",119PEN,in stock,BOR088C2_806,https://opticasoliva.pe/cart/?add-to-cart=806,"https://opticasoliva.pe/wp-content/uploads/2020/08/BOR088C2-2.jpg,https://opticasoliva.pe/wp-content/uploads/2020/08/BOR088C1-3.jpg,https://opticasoliva.pe/wp-content/uploads/2020/08/BOR088C1-4.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,119PEN,new,published,,
TR2287_801,"SMART CLIP 6 EN 1","Material: TR90 
 
Marco: Completo 
 
Forma: Cuadrado 
 
  
   

  

 
  
   
    
 Ancho: 143.00 mm 
 
 Luna: 54.00 mm 
 
  
   

  

 
  
   
    
 Largo: 145.00 mm 
 
 Alto: 43.00 mm 
 
  
   

  

 
  
   
    
 Puente: 18.00 mm",https://opticasoliva.pe/wp-content/uploads/2020/08/2287-20.jpg,https://opticasoliva.pe/product/smart-clip-6-en-2/,"Clip Solar, Hombre, Oftalmicos","Ópticas Oliva",189PEN,in stock,TR2287_801,https://opticasoliva.pe/cart/?add-to-cart=801,"https://opticasoliva.pe/wp-content/uploads/2020/08/2287-11.jpg,https://opticasoliva.pe/wp-content/uploads/2020/08/2287-25.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,129PEN,new,published,,
TR2249_796,"SMART CLIP 6 EN 1","Material: TR90 
 
Marco: Completo 
 
Forma: Cuadrado 
 
  
   

  

 
  
   
    
 Ancho: 135.00 mm 
 
 Luna: 51.00 mm 
 
  
   

  

 
  
   
    
 Largo: 145.00 mm 
 
 Alto: 40.00 mm 
 
  
   

  

 
  
   
    
 Puente: 20.00 mm",https://opticasoliva.pe/wp-content/uploads/2020/08/2249-20.jpg,https://opticasoliva.pe/product/smart-clip-6-en/,"Clip Solar, Hombre, Oftalmicos","Ópticas Oliva",189PEN,in stock,TR2249_796,https://opticasoliva.pe/cart/?add-to-cart=796,"https://opticasoliva.pe/wp-content/uploads/2020/08/2249-11.jpg,https://opticasoliva.pe/wp-content/uploads/2020/08/3-2249.jpg,https://opticasoliva.pe/wp-content/uploads/2020/08/2249-21.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,129PEN,new,published,,
TR2285_792,"SMART CLIP 6 EN 1","Material: TR90 
 
Marco: Completo 
 
Forma: Redondo 
 
  
   

  

 
  
   
    
 Ancho: 136.00 mm 
 
 Luna: 48.00 mm 
 
  
   

  

 
  
   
    
 Largo: 145.00 mm 
 
 Alto: 47.00 mm 
 
  
   

  

 
  
   
    
 Puente: 22.00 mm",https://opticasoliva.pe/wp-content/uploads/2020/08/2285-20.jpg,https://opticasoliva.pe/product/smart-clip-6-en-1-4/,"Clip Solar, Hombre, Mujer, Oftalmicos","Ópticas Oliva",189PEN,in stock,TR2285_792,https://opticasoliva.pe/cart/?add-to-cart=792,"https://opticasoliva.pe/wp-content/uploads/2020/08/2285-11.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,129PEN,new,published,,
TR2263_786,"SMART CLIP 6 EN 1","Material: TR90 
 
Marco: Completo 
 
Forma: Cuadrado 
 
  
   

  

 
  
   
    
 Ancho: 142.00 mm 
 
 Luna: 54.00 mm 
 
  
   

  

 
  
   
    
 Largo: 145.00 mm 
 
 Alto: 44.00 mm 
 
  
   

  

 
  
   
    
 Puente: 19.00 mm",https://opticasoliva.pe/wp-content/uploads/2020/08/2263-21.jpg,https://opticasoliva.pe/product/smart-clip-6-en-1-3/,"Clip Solar, Hombre, Mujer, Oftalmicos","Ópticas Oliva",189PEN,in stock,TR2263_786,https://opticasoliva.pe/cart/?add-to-cart=786,"https://opticasoliva.pe/wp-content/uploads/2020/08/2263-f.jpg,https://opticasoliva.pe/wp-content/uploads/2020/08/2263-1d.jpg,https://opticasoliva.pe/wp-content/uploads/2020/08/2263-1b.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,129PEN,new,published,,
2256_782,"SMART CLIP 6 EN 1","Material: TR90 
 
Marco: Completo 
 
Forma: Cuadrado 
 
  
   

  

 
  
   
    
 Ancho: 138.00 mm 
 
 Luna: 51.00 mm 
 
  
   

  

 
  
   
    
 Largo: 145.00 mm 
 
 Alto: 33.00 mm 
 
  
   

  

 
  
   
    
 Puente: 22.00 mm",https://opticasoliva.pe/wp-content/uploads/2020/08/2256-11.jpg,https://opticasoliva.pe/product/smart-clip-6-en-1-2/,"Clip Solar, Hombre, Oftalmicos","Ópticas Oliva",189PEN,in stock,2256_782,https://opticasoliva.pe/cart/?add-to-cart=782,"https://opticasoliva.pe/wp-content/uploads/2020/08/2256-13.jpg,https://opticasoliva.pe/wp-content/uploads/2020/08/2256-12.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,129PEN,new,published,,
2283_779,"SMART CLIP 6 EN 1","Material: TR90 
 
Marco: Completo 
 
Forma: Cuadrado 
 
  
   

  

 
  
   
    
 Ancho: 137.00 mm 
 
 Luna: 52.00 mm 
 
  
   

  

 
  
   
    
 Largo: 145.00 mm 
 
 Alto: 45.00 mm 
 
  
   

  

 
  
   
    
 Puente: 18.00 mm",https://opticasoliva.pe/wp-content/uploads/2020/08/2283-13.jpg,https://opticasoliva.pe/product/smart-clip-6-en-1/,"Clip Solar, Mujer, Oftalmicos","Ópticas Oliva",189PEN,in stock,2283_779,https://opticasoliva.pe/cart/?add-to-cart=779,"https://opticasoliva.pe/wp-content/uploads/2020/08/2283-11.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,129PEN,new,published,,
